x0,x1,x2,x3,y
45.77,46.79,47.12,46.4,1
46.34,45.77,46.79,47.12,1
47.89,46.34,45.77,46.79,1
48.75,47.89,46.34,45.77,1
49.04,48.75,47.89,46.34,1
49.71,49.04,48.75,47.89,0
50.17,49.71,49.04,48.75,1
49.16,50.17,49.71,49.04,0
49.59,49.16,50.17,49.71,1
49.03,49.59,49.16,50.17,0
49.58,49.03,49.59,49.16,0
49.39,49.58,49.03,49.59,1
49.17,49.39,49.58,49.03,0
49.56,49.17,49.39,49.58,1
48.59,49.56,49.17,49.39,0
48.82,48.59,49.56,49.17,0
47.59,48.82,48.59,49.56,0
47.55,47.59,48.82,48.59,1
46.78,47.55,47.59,48.82,1
47.09,46.78,47.55,47.59,0
48.51,47.09,46.78,47.55,1
47.37,48.51,47.09,46.78,1
47.64,47.37,48.51,47.09,0
48.41,47.64,47.37,48.51,1
47.43,48.41,47.64,47.37,0
47.87,47.43,48.41,47.64,0
46.57,47.87,47.43,48.41,0
46.44,46.57,47.87,47.43,1
45.96,46.44,46.57,47.87,1
47.23,45.96,46.44,46.57,1
47.29,47.23,45.96,46.44,1
48.66,47.29,47.23,45.96,0
49.16,48.66,47.29,47.23,0
49.09,49.16,48.66,47.29,1
47.48,49.09,49.16,48.66,1
48.07,47.48,49.09,49.16,1
48.23,48.07,47.48,49.09,1
49.3,48.23,48.07,47.48,1
49.89,49.3,48.23,48.07,1
49.89,49.89,49.3,48.23,0
49.91,49.89,49.89,49.3,1
49.48,49.91,49.89,49.89,1
50.41,49.48,49.91,49.89,1
50.55,50.41,49.48,49.91,1
50.66,50.55,50.41,49.48,0
52.22,50.66,50.55,50.41,1
51.88,52.22,50.66,50.55,0
52.14,51.88,52.22,50.66,1
51.56,52.14,51.88,52.22,0
51.67,51.56,52.14,51.88,0
50.58,51.67,51.56,52.14,0
50.42,50.58,51.67,51.56,1
49.98,50.42,50.58,51.67,0
50.79,49.98,50.42,50.58,1
49.29,50.79,49.98,50.42,1
50.92,49.29,50.79,49.98,0
51.3,50.92,49.29,50.79,1
50.6,51.3,50.92,49.29,1
51.45,50.6,51.3,50.92,1
51.87,51.45,50.6,51.3,1
51.88,51.87,51.45,50.6,0
52.04,51.88,51.87,51.45,1
51.29,52.04,51.88,51.87,1
51.47,51.29,52.04,51.88,1
51.9,51.47,51.29,52.04,0
52.47,51.9,51.47,51.29,1
52.18,52.47,51.9,51.47,1
52.64,52.18,52.47,51.9,1
53.9,52.64,52.18,52.47,1
54.15,53.9,52.64,52.18,0
54.38,54.15,53.9,52.64,1
54.3,54.38,54.15,53.9,1
54.54,54.3,54.38,54.15,1
55.64,54.54,54.3,54.38,0
57.35,55.64,54.54,54.3,0
57.2,57.35,55.64,54.54,1
56.81,57.2,57.35,55.64,0
57.17,56.81,57.2,57.35,0
56.76,57.17,56.81,57.2,0
55.7,56.76,57.17,56.81,0
55.33,55.7,56.76,57.17,1
55.14,55.33,55.7,56.76,0
56.55,55.14,55.33,55.7,1
56.09,56.55,55.14,55.33,1
56.83,56.09,56.55,55.14,1
58.02,56.83,56.09,56.55,0
58.11,58.02,56.83,56.09,0
57.99,58.11,58.02,56.83,1
57.3,57.99,58.11,58.02,1
57.4,57.3,57.99,58.11,0
58.36,57.4,57.3,57.99,1
57.47,58.36,57.4,57.3,0
57.62,57.47,58.36,57.4,1
55.96,57.62,57.47,58.36,1
56.69,55.96,57.62,57.47,1
57.36,56.69,55.96,57.62,0
57.99,57.36,56.69,55.96,0
57.14,57.99,57.36,56.69,1
56.6,57.14,57.99,57.36,1
57.04,56.6,57.14,57.99,0
57.3,57.04,56.6,57.14,1
57.16,57.3,57.04,56.6,1
57.46,57.16,57.3,57.04,1
58.09,57.46,57.16,57.3,1
58.36,58.09,57.46,57.16,1
58.47,58.36,58.09,57.46,0
59.97,58.47,58.36,58.09,1
59.64,59.97,58.47,58.36,1
59.84,59.64,59.97,58.47,1
60.42,59.84,59.64,59.97,0
60.42,60.42,59.84,59.64,1
60.37,60.42,60.42,59.84,1
61.63,60.37,60.42,60.42,0
62.01,61.63,60.37,60.42,1
61.44,62.01,61.63,60.37,1
61.73,61.44,62.01,61.63,1
62.96,61.73,61.44,62.01,1
63.57,62.96,61.73,61.44,1
63.8,63.57,62.96,61.73,1
64.3,63.8,63.57,62.96,0
64.3,64.3,63.8,63.57,1
63.73,64.3,64.3,63.8,0
63.97,63.73,64.3,64.3,0
63.95,63.97,63.73,64.3,1
63.37,63.95,63.97,63.73,1
63.49,63.37,63.95,63.97,1
64.47,63.49,63.37,63.95,0
65.61,64.47,63.49,63.37,1
65.51,65.61,64.47,63.49,0
66.14,65.51,65.61,64.47,0
65.56,66.14,65.51,65.61,1
64.5,65.56,66.14,65.51,1
64.73,64.5,65.56,66.14,0
65.8,64.73,64.5,65.56,0
65.45,65.8,64.73,64.5,0
64.15,65.45,65.8,64.73,0
63.39,64.15,65.45,65.8,0
61.79,63.39,64.15,65.45,0
61.15,61.79,63.39,64.15,1
59.2,61.15,61.79,63.39,0
59.29,59.2,61.15,61.79,1
59.19,59.29,59.2,61.15,1
60.6,59.19,59.29,59.2,1
61.34,60.6,59.19,59.29,1
61.68,61.34,60.6,59.19,1
61.68,61.68,61.34,60.6,0
61.9,61.68,61.68,61.34,1
61.68,61.9,61.68,61.68,1
62.77,61.68,61.9,61.68,1
63.55,62.77,61.68,61.9,0
63.91,63.55,62.77,61.68,0
63.01,63.91,63.55,62.77,0
61.64,63.01,63.91,63.55,1
60.99,61.64,63.01,63.91,1
61.25,60.99,61.64,63.01,1
62.57,61.25,60.99,61.64,0
62.6,62.57,61.25,60.99,0
61.15,62.6,62.57,61.25,1
60.12,61.15,62.6,62.57,0
62.04,60.12,61.15,62.6,0
61.36,62.04,60.12,61.15,1
60.71,61.36,62.04,60.12,1
60.96,60.71,61.36,62.04,1
61.19,60.96,60.71,61.36,0
62.34,61.19,60.96,60.71,1
62.06,62.34,61.19,60.96,1
63.4,62.06,62.34,61.19,0
65.17,63.4,62.06,62.34,1
64.3,65.17,63.4,62.06,0
65.88,64.3,65.17,63.4,0
